cart_value,shipping_cost,has_discount_int,device_encoded,traffic_source_encoded,products_viewed,time_on_page_seconds,actual_abandoned,predicted_abandoned,abandonment_probability
146.85,23.33,0,1,2,11,92,1,1,0.6421472835949005
485.27,19.49,0,1,3,8,113,1,1,0.5227065702576985
172.63,24.97,1,1,3,12,171,1,1,0.5599134010159986
231.78,12.14,0,0,1,8,291,1,1,0.5195120829500791
111.43,18.03,0,0,4,6,475,1,1,0.6045970059364828
27.36,1.43,0,1,2,10,538,0,1,0.5235909025794644
190.8,18.71,0,1,2,8,191,0,1,0.6333897557583658
204.01,13.83,0,1,2,10,290,1,1,0.5930372065632944
499.95,22.65,0,1,3,14,528,0,1,0.5276481292979102
185.54,2.96,0,1,2,5,356,0,1,0.5185112273861398
124.89,0.3,0,1,2,5,331,1,1,0.5244678449051972
149.93,11.23,0,1,2,1,183,1,1,0.6394571371238658
245.68,15.89,0,1,3,5,406,0,1,0.6150334998230302
327.56,13.59,0,1,4,12,537,0,1,0.522948427515241
95.17,19.87,0,1,3,4,354,1,1,0.6397172816496137
133.21,24.04,0,0,3,5,248,0,1,0.5769681962027999
82.07,22.85,1,1,1,6,242,0,1,0.5713318637617757
41.9,13.64,0,1,1,7,564,0,1,0.594728239542795
165.59,20.17,1,1,2,10,563,1,1,0.5213299864470323
419.04,19.65,0,1,3,1,139,1,1,0.5489952803695136
205.3,15.39,0,1,2,3,12,1,1,0.6455136198532193
235.81,6.49,0,1,0,2,384,1,1,0.5347048595895224
86.82,15.46,1,1,2,1,594,0,1,0.5427422075553116
243.13,21.75,0,0,2,2,337,1,1,0.5442301682065871
206.03,20.96,1,2,3,10,98,1,1,0.5584471792688519
131.68,17.23,0,0,2,1,596,1,1,0.5555521484090455
191.97,4.21,0,1,4,5,217,0,1,0.5040632878450291
178.87,14.54,0,0,2,3,230,1,1,0.548671638113435
252.21,2.46,0,1,2,13,363,0,1,0.5272589303174099
43.88,13.84,0,1,4,2,299,1,1,0.5617164136283654
205.22,19.17,0,1,3,11,206,1,1,0.6380261930376274
78.3,22.2,1,1,2,10,343,1,1,0.5453245064179165
202.86,10.68,0,1,0,13,195,1,1,0.5667773724726457
335.68,20.84,0,1,0,5,66,1,1,0.5449336018906545
298.66,16.34,0,2,3,9,139,1,1,0.607809732857202
127.62,24.96,0,2,2,1,92,1,1,0.6091121463584059
71.11,20.43,0,0,1,6,21,1,1,0.5695621967834121
164.78,16.51,0,1,3,2,44,1,1,0.6433085677953692
238.96,10.51,1,1,3,9,340,0,1,0.532480669127165
32.34,23.02,1,1,0,10,200,1,1,0.5443083817322122
475.9,17.23,0,1,0,13,323,0,1,0.5258797320787312
217.65,24.7,0,0,4,11,567,0,1,0.5288427332537156
390.13,24.73,0,1,2,8,300,0,1,0.6129645085279557
214.76,20.83,1,1,1,9,316,1,1,0.5390635832666143
376.13,23.46,0,1,3,1,202,1,1,0.5895853148098866
207.53,23.4,0,1,2,6,366,1,1,0.6288084797652668
137.15,22.41,1,1,2,6,292,1,1,0.5693301074058558
223.15,14.3,0,1,0,1,242,0,1,0.5964771044108327
289.6,10.78,0,1,1,8,322,1,1,0.6341248297677472
60.59,17.52,0,0,1,8,493,0,1,0.5688519960317673
78.29,23.05,0,2,3,3,333,1,1,0.5846978251984083
52.29,13.67,0,1,0,3,31,1,1,0.5658247284437707
213.26,20.54,0,1,2,12,109,1,1,0.6133846655113989
245.11,19.65,1,1,3,7,315,1,1,0.5295357985189838
156.98,18.87,0,0,2,12,378,0,1,0.5732283583639622
65.2,18.51,0,0,2,12,495,1,1,0.5685904881635944
291.76,12.86,0,2,3,7,440,0,1,0.5644992132205064
210.85,23.51,0,0,3,1,425,1,1,0.5592908337453841
323.41,15.61,0,1,3,1,154,0,1,0.5585630973208516
44.63,23.05,0,0,2,14,238,0,1,0.5644502134201738
211.57,17.89,0,0,2,6,122,1,1,0.5902609847961603
441.22,13.79,0,1,1,1,222,0,1,0.5198264669920655
227.19,17.35,0,0,2,8,313,1,1,0.5495725658264042
39.81,20.68,0,0,4,4,544,1,1,0.5999552146359898
131.76,24.18,0,1,0,10,192,1,1,0.6503641541313866
137.3,19.84,0,1,4,14,498,1,1,0.6416980868593894
293.68,22.94,0,1,4,11,454,0,1,0.6439442855025799
27.69,12.77,0,1,1,6,355,0,1,0.6027120772182828
258.8,15.33,0,1,3,2,49,0,1,0.650164390789638
327.05,15.14,0,1,4,7,337,1,1,0.5473061226083534
202.14,13.61,0,1,3,12,498,0,1,0.593646291557949
293.16,10.55,0,1,1,7,396,0,1,0.6360924384653993
243.11,5.93,0,1,0,12,431,1,1,0.5232054862653295
345.14,22.64,0,0,0,10,203,1,1,0.5024978477800864
100.62,13.02,0,1,2,14,555,0,1,0.5742835694145771
201.66,13.42,0,0,4,4,437,1,1,0.5063504341136177
263.31,12.04,0,0,3,12,576,0,1,0.5388244954305863
237.17,13.91,0,2,2,3,366,0,1,0.5075396385417648
219.95,21.87,0,2,4,9,445,1,1,0.6065087148039899
92.22,18.39,1,1,4,9,388,0,1,0.542164242547107
67.2,21.32,0,0,2,1,163,1,1,0.5999559140431383
238.62,5.75,0,1,3,1,532,0,1,0.5616962528886363
453.53,17.93,0,1,3,8,210,1,1,0.5278561574319579
479.62,21.75,0,1,2,14,79,1,1,0.5293244822258727
101.77,15.5,0,0,2,9,248,1,1,0.5640095531090357
339.65,12.47,0,1,4,1,516,1,1,0.5131811404882862
159.72,23.16,0,1,2,3,102,1,1,0.6457768311983502
183.46,21.0,1,2,4,5,249,1,1,0.5338236605137918
338.57,22.5,0,1,2,11,303,0,1,0.5872919539050742
54.8,22.74,0,1,1,13,554,1,1,0.604429635952485
93.33,17.42,0,0,3,10,312,1,1,0.5694688071860241
173.94,2.91,0,1,0,11,13,0,1,0.529327827784504
75.65,19.99,0,1,3,8,404,1,1,0.6370649673702099
273.79,3.77,0,1,3,12,199,0,1,0.5164576802812796
32.77,19.03,0,0,2,8,30,1,1,0.5861283667090132
335.98,23.14,0,1,2,11,285,1,1,0.5774230018173622
48.59,17.54,0,0,2,12,468,0,1,0.5488480874344035
338.06,11.21,0,1,0,1,487,0,1,0.5559406369798945
272.81,23.17,1,1,2,4,118,1,1,0.5623263102006255
26.33,15.61,0,1,4,3,551,1,1,0.6536280963661224
277.35,24.75,0,0,4,1,309,1,1,0.5556315684944595
220.53,16.97,0,1,1,14,106,1,1,0.62563699592056
238.89,21.39,0,0,4,4,531,0,1,0.5681206312611701
134.68,10.54,0,0,4,13,263,0,1,0.5146415438629542
160.21,20.17,0,0,3,7,90,0,1,0.5996057445325963
146.32,18.61,0,0,3,7,331,1,1,0.5779263504196746
50.24,15.43,1,1,1,1,302,1,1,0.5253909698703757
231.67,3.47,0,2,4,13,399,0,1,0.5107935178544021
388.97,15.79,0,1,2,6,498,0,1,0.572679749983407
219.12,10.84,0,1,2,1,287,1,1,0.6306316340696068
169.62,15.31,0,0,4,1,103,0,1,0.577212204089166
48.91,24.4,0,0,4,14,113,0,1,0.6492051217278069
99.21,13.46,0,0,3,3,353,1,1,0.5308564114436569
303.6,16.94,1,2,3,13,15,0,1,0.5006012227912556
459.74,21.49,0,1,2,10,531,1,1,0.526472097130492
402.66,16.84,0,1,2,2,285,1,1,0.5310111056937413
137.57,4.88,0,1,0,14,440,1,1,0.5155658309161287
97.88,18.56,0,1,3,7,458,1,1,0.6491714689033175
114.06,19.71,0,1,1,2,186,0,1,0.6377470459968395
112.64,18.57,0,0,4,9,27,0,1,0.5630912741536505
101.2,11.19,0,1,0,9,349,0,1,0.6157296721936791
132.65,14.69,0,0,0,14,585,0,1,0.5403777085174543
490.58,19.35,0,1,3,3,117,1,1,0.5175290517328273
302.47,17.65,0,1,0,12,150,0,1,0.5715761087698668
180.11,11.67,0,1,4,9,377,0,1,0.5918878603822253
57.49,22.35,1,1,3,9,597,1,1,0.5683847753392693
160.29,2.49,0,1,4,3,195,1,1,0.503395631778772
423.18,17.08,0,1,1,1,491,1,1,0.5584098292183076
409.97,21.54,0,1,3,5,517,1,1,0.556386920384264
280.33,16.32,0,1,0,6,430,1,1,0.6493553301668519
94.93,17.28,0,1,3,11,52,0,1,0.6348769968366115
164.14,12.59,0,1,4,2,201,1,1,0.5936605251745567
485.64,20.59,0,2,2,6,268,0,1,0.5179440764081563
276.17,6.18,0,1,2,9,154,0,1,0.5056575608064512
186.42,8.17,0,2,4,5,419,1,1,0.532943793811221
403.32,21.64,0,2,0,11,56,1,1,0.5377010038648623
237.08,15.32,0,1,0,4,572,0,1,0.608058180801235
237.46,0.94,0,1,2,1,211,0,1,0.561772004805842
314.24,22.45,0,1,1,3,313,1,1,0.5317951946572935
499.07,4.83,0,1,4,6,172,0,1,0.505670239549705
250.51,19.92,0,0,4,4,264,1,1,0.5539621852172334
238.31,0.82,0,2,2,6,254,0,1,0.509823920065366
93.31,19.63,0,0,4,11,499,1,1,0.5899514142122907
226.08,21.24,0,1,2,3,357,1,1,0.6242233038556337
360.14,21.87,0,1,0,2,234,1,1,0.5676164005841534
68.42,5.93,0,1,2,14,461,1,1,0.527673874945206
214.54,20.54,0,1,4,6,300,1,1,0.607652934493016
51.26,2.75,0,1,0,14,387,1,1,0.5165878977408451
362.46,24.17,0,2,2,9,487,1,1,0.550481977731704
120.03,23.76,0,0,2,13,401,0,1,0.5994472666724675
149.44,17.39,0,1,2,12,477,1,1,0.6567173325790425
25.11,20.22,0,0,0,7,126,0,1,0.5677239338589557
244.47,15.1,0,0,2,4,449,0,1,0.5319768203367403
119.51,14.98,0,0,2,1,560,0,1,0.5359600029405853
179.8,1.91,0,1,2,10,17,1,1,0.557173497244346
44.51,16.02,0,0,2,4,583,1,1,0.56296478402659
318.63,23.76,0,1,3,3,283,0,1,0.5338703346468983
86.38,14.45,0,1,1,1,504,0,1,0.6206627654013745
398.35,17.82,0,1,2,12,128,0,1,0.5632889718490564
201.33,24.98,0,1,3,7,532,1,1,0.6008385679346285
186.84,0.08,0,2,2,14,291,0,1,0.51522948529521
108.98,18.35,0,1,2,8,461,0,1,0.6468068715389628
341.02,24.83,0,1,0,9,582,1,1,0.5403688135696644
201.7,22.89,1,1,4,12,313,0,1,0.5602805877987779
466.12,17.32,0,1,4,11,556,0,1,0.5377520258633127
99.08,22.86,0,1,3,2,140,0,1,0.6399122492266142
24.13,12.75,0,1,2,3,268,1,1,0.6472301277017162
139.85,17.35,0,1,2,11,314,1,1,0.6559919497267147
102.81,24.49,0,0,2,11,518,1,1,0.5763112097198827
71.08,17.0,0,2,3,8,466,1,1,0.5941304360185782
396.47,17.87,0,1,2,9,167,0,1,0.5539835557129877
258.53,16.89,1,1,3,4,85,1,1,0.513764069399583
115.81,12.17,0,0,2,6,389,0,1,0.5134011956931188
280.21,10.58,0,1,2,14,135,0,1,0.568464588705429
284.16,21.57,1,1,4,5,136,1,1,0.5188872476710293
291.01,14.21,0,1,2,6,352,1,1,0.626099832822003
218.26,12.56,0,2,4,4,383,0,1,0.5273370263187358
264.21,16.48,0,0,1,11,400,1,1,0.5251660630485585
96.34,0.03,0,1,2,10,375,0,1,0.5511694781991013
420.56,15.47,0,0,1,12,208,0,1,0.5110552395627151
340.49,15.87,0,0,2,14,123,1,1,0.5115711220962694
459.54,19.54,0,2,2,8,325,0,1,0.5148706098068226
330.22,22.85,0,2,2,13,536,0,1,0.5167068407816648
365.54,19.17,0,1,2,11,548,1,1,0.5530345956490116
90.69,0.28,0,1,0,2,380,0,1,0.5412478846571341
84.42,21.51,0,1,3,13,25,1,1,0.6503319209967338
48.91,6.0,0,1,2,13,192,1,1,0.5077353053146841
294.51,20.17,0,2,2,14,365,0,1,0.6084049869737341
182.66,5.58,0,1,0,13,163,0,1,0.5091148859887413
184.22,18.69,1,1,2,3,565,0,1,0.5195088117376075
323.55,21.92,0,1,3,12,223,1,1,0.5605057098232118
300.02,21.86,0,0,4,2,144,0,1,0.5362888152578875
55.36,17.65,1,1,2,5,77,1,1,0.5301859220212253
116.63,10.25,0,0,3,1,171,0,1,0.5506544741098516
253.85,24.23,0,1,2,6,361,1,1,0.6113584023894936
107.57,20.32,1,1,2,9,366,1,1,0.5279556057664272
396.0,23.78,1,1,4,14,112,0,1,0.5777055485260338
95.07,14.85,0,1,2,2,555,1,1,0.6350927771522561
295.83,14.99,0,2,2,13,240,0,1,0.5908218642333939
293.47,11.67,0,1,3,4,219,1,1,0.6562231731087909
404.39,16.47,0,1,3,5,294,1,1,0.5518345463919713
289.84,24.44,0,0,0,6,437,0,1,0.5715018922467742
57.5,23.95,0,1,1,1,75,1,1,0.6541458772701002
191.33,16.51,0,0,1,3,41,1,1,0.5169584184226091
275.51,24.27,0,1,2,10,281,1,1,0.6229902716249898
416.23,20.0,0,1,3,1,391,0,1,0.5472329685699481
350.35,22.12,0,1,1,5,217,1,1,0.5762646128146567
317.23,19.24,0,1,0,7,350,1,1,0.5160294316152976
115.91,22.65,0,1,0,5,157,0,1,0.6350724329954732
170.67,22.49,0,1,2,2,329,0,1,0.6335365638022885
226.89,21.09,0,1,3,3,121,1,1,0.6265834924327587
339.01,19.03,0,1,3,12,294,1,1,0.5636499372021428
137.7,16.23,0,0,0,6,466,1,1,0.5402051155376376
162.89,21.31,0,1,2,5,396,0,1,0.6410029716171696
174.15,11.02,0,1,3,11,290,1,1,0.6125658303031174
43.21,22.68,1,1,2,12,377,0,1,0.5146724035937192
96.75,12.89,0,0,3,14,210,0,1,0.5218032850886065
124.76,21.35,1,1,3,5,214,1,1,0.5502427728225973
92.8,20.25,0,0,3,6,214,1,1,0.6528575896418468
272.89,21.61,0,2,0,8,80,1,1,0.6075174356352557
248.13,12.76,0,1,3,1,323,0,1,0.6133833646560644
23.13,17.42,0,0,2,13,105,1,1,0.5793403584615827
458.34,24.13,0,1,2,9,239,1,1,0.5893428990455739
132.9,16.94,0,0,4,10,516,0,1,0.5681393573378191
48.3,10.5,0,1,2,7,386,0,1,0.5804599189273018
253.79,19.2,0,1,3,12,490,1,1,0.6100756546306839
260.3,13.85,1,1,2,12,178,1,1,0.5475570309349435
424.29,20.47,0,1,3,12,439,1,1,0.5380249654366946
221.07,10.74,0,0,2,14,140,1,1,0.5630547875756734
79.73,23.91,0,0,2,9,353,0,1,0.5899660342526335
67.09,24.39,1,0,3,9,46,1,1,0.5374876496271451
447.46,24.05,0,1,4,8,282,0,1,0.5960642295764389
312.7,22.88,0,1,3,4,245,1,1,0.5491881156741603
284.4,18.68,0,0,3,3,292,0,1,0.5550238634270874
80.64,18.81,0,1,1,1,87,1,1,0.6640574483885416
189.57,17.36,0,1,0,2,333,1,1,0.6418004737611757
272.34,21.36,0,0,2,6,128,1,1,0.5552583044311334
304.41,21.89,0,1,2,1,484,1,1,0.5578106758179585
158.26,11.71,1,1,2,5,85,0,1,0.5091472609779377
192.78,5.89,0,2,2,7,219,1,1,0.5030184930467789
259.9,7.57,0,1,0,3,321,1,1,0.5125685735674054
74.39,23.05,0,0,4,3,79,0,1,0.6399929275617161
430.84,14.39,0,1,4,1,108,0,1,0.5324645616914807
133.05,19.79,1,1,4,5,527,1,1,0.5326301363265615
63.31,22.43,0,0,2,11,335,1,1,0.582885967205511
228.52,12.26,0,1,3,8,256,0,1,0.5887165909702454
396.43,22.78,0,1,4,7,68,1,1,0.5861725226585311
191.34,21.21,0,1,4,8,179,1,1,0.6350870903781076
115.09,20.92,0,1,0,3,54,1,1,0.6303986907230489
360.02,21.19,0,2,4,11,475,0,1,0.5562020141270692
417.18,17.76,0,2,2,4,568,0,1,0.5023128871650406
279.12,22.37,0,0,4,14,531,0,1,0.5626072297099465
148.43,22.29,0,2,3,14,569,1,1,0.6102666914824311
258.49,10.64,0,1,4,8,233,1,1,0.6003232069590845
263.16,15.66,0,1,1,13,557,1,1,0.6202192995784945
68.15,17.6,0,1,2,8,218,1,1,0.6375471750099535
203.85,20.68,0,0,0,13,270,0,1,0.5219623540326507
356.15,11.15,0,1,1,12,576,1,1,0.5020785885597943
193.15,10.72,0,0,3,14,412,0,1,0.5097185164796941
362.01,10.88,0,1,2,4,406,1,1,0.5052495315409619
284.0,19.05,0,1,2,8,360,1,1,0.6328213565670205
176.57,22.26,0,0,2,13,222,0,1,0.5647921718080261
177.69,10.6,0,1,2,8,566,1,1,0.5950450455611455
138.48,3.73,0,1,1,3,307,1,1,0.5138049064372268
315.8,16.07,0,1,0,12,593,0,1,0.5828038637641401
121.46,7.77,0,2,3,11,122,0,1,0.5162237480981321
141.6,20.67,0,0,4,8,236,0,1,0.5822064235550947
177.21,13.05,0,1,3,11,164,0,1,0.5992839159920205
362.61,19.11,0,1,2,8,288,0,1,0.5488608246909654
405.1,21.42,0,1,2,3,128,0,1,0.5528676442840353
484.26,23.18,0,1,4,1,551,1,1,0.5130053308383623
153.25,8.76,0,1,4,6,267,0,1,0.5024171094943748
292.04,22.54,1,1,4,11,126,1,1,0.6021024227883713
53.58,20.57,0,0,2,12,232,1,1,0.5741947105517745
39.75,11.04,0,0,1,14,585,0,1,0.5352659480812402
277.63,23.18,0,0,1,10,485,1,1,0.5496873564739445
46.03,16.62,0,1,2,4,487,1,1,0.6308218832621787
253.35,21.88,0,0,4,9,500,0,1,0.5360932507083698
224.78,19.84,0,1,0,7,108,0,1,0.6283653908208992
265.38,8.87,0,1,1,12,553,0,1,0.5279852309447397
331.64,23.26,0,2,4,10,423,1,1,0.5036336588418261
217.08,16.37,0,1,3,7,298,0,1,0.6236699391557909
132.49,15.79,0,0,2,7,48,1,1,0.571886650222786
119.66,21.34,0,2,4,13,86,1,1,0.6261006720897626
35.58,7.52,0,1,4,8,520,1,1,0.506923405587377
279.32,16.89,0,1,3,2,139,1,1,0.635657300632183
256.19,15.42,0,1,3,5,448,1,1,0.6166876353333897
143.6,12.71,0,1,3,3,16,1,1,0.6427913569437065
253.93,10.68,0,2,0,9,108,0,1,0.5514502149151719
215.38,12.03,0,0,3,5,554,1,1,0.5236393509597963
92.19,13.01,0,0,3,4,145,1,1,0.5367881298304732
278.25,18.42,0,0,2,4,105,1,1,0.5650416547399008
46.35,24.03,0,1,4,6,120,1,1,0.6284784169888166
216.27,12.17,0,2,3,3,113,0,1,0.5014986666947778
321.97,19.56,0,1,2,13,591,1,1,0.597634420627652
386.35,20.49,0,1,2,13,512,1,1,0.5396509986456532
122.31,17.43,0,0,0,6,276,1,1,0.5709336009151849
124.64,10.59,0,0,0,4,584,0,1,0.5285250630441004
463.47,15.55,0,1,3,10,140,1,1,0.5523733361066192
74.61,19.47,0,1,2,7,290,1,1,0.6370180101880787
54.85,17.1,0,0,0,4,483,0,1,0.5394574400991164
230.73,18.65,0,0,0,13,337,0,1,0.5420719819045047
160.67,9.78,0,1,0,14,279,0,1,0.5381629789003042
87.36,18.21,0,1,3,1,420,0,1,0.6581916124938632
227.62,11.78,0,0,4,9,232,0,1,0.5111564988677196
497.98,14.64,0,1,4,12,53,0,1,0.570206394062389
411.44,17.86,0,2,0,5,47,0,1,0.5449159881690282
243.05,22.33,1,1,3,14,84,0,1,0.6114850343478893
287.68,19.46,0,1,4,13,349,1,1,0.6170457829103628
186.07,20.07,0,1,2,6,581,1,1,0.6606690840888507
89.66,17.76,0,0,1,11,465,0,1,0.5606969705346003
226.34,14.33,0,0,0,12,440,0,1,0.5064334756664874
245.15,22.2,0,0,0,9,39,0,1,0.5477468369332048
298.55,10.57,0,1,3,1,588,1,1,0.62337426380087
166.32,1.86,0,1,4,13,153,1,1,0.5162780470388352
286.29,13.19,0,1,2,14,263,1,1,0.5794687880451336
73.56,19.61,1,1,1,2,197,0,1,0.5590042719533332
467.66,18.45,0,1,1,7,189,0,1,0.5170718503110504
166.69,20.8,0,2,2,2,587,1,1,0.6370543360015628
187.14,16.03,0,1,2,11,488,0,1,0.6425248681267308
193.86,21.86,0,0,2,13,361,1,1,0.5312964828235475
331.07,22.65,0,1,3,12,511,1,1,0.581829001006675
151.66,21.81,0,1,4,5,121,1,1,0.6403773476259954
53.68,19.98,0,1,2,3,231,0,1,0.6412407963379865
191.44,22.34,0,0,1,3,146,1,1,0.5800016018480421
33.2,19.31,0,1,4,6,165,0,1,0.6589760314869796
109.06,14.36,0,0,3,6,241,0,1,0.5722104537122704
341.98,20.23,1,1,4,10,30,1,1,0.520106354535075
50.96,24.31,0,0,4,12,591,0,1,0.563084429808634
126.92,23.96,0,0,0,8,403,1,1,0.5669378385466396
159.57,16.85,0,0,0,10,134,1,1,0.5642662753437147
254.65,22.74,0,1,4,7,90,0,1,0.6073407808392506
137.21,23.73,0,1,2,8,304,0,1,0.6371945056995678
172.91,22.42,0,1,3,12,373,1,1,0.6461502249153288
484.14,17.82,0,1,4,13,390,1,1,0.5279541078465546
116.21,11.03,0,1,4,12,547,1,1,0.6166828977976033
224.42,18.13,0,1,1,1,394,1,1,0.6701721188336388
195.21,7.18,0,1,2,14,552,1,1,0.511529998735293
192.8,22.7,0,1,4,10,558,1,1,0.6581635040920619
121.64,21.61,0,0,2,1,537,1,1,0.5504909806283931
278.85,10.49,0,1,4,2,227,1,1,0.6176778340603445
294.15,20.14,0,0,2,6,585,1,1,0.5818021546589254
409.17,21.44,0,1,3,12,434,0,1,0.5651540109638389
44.97,17.47,1,1,1,5,525,1,1,0.51734337479513
151.43,11.84,0,1,3,1,97,1,1,0.6100881291314829
231.46,21.96,0,1,0,9,55,1,1,0.6165313167204677
176.09,23.37,0,0,3,2,295,0,1,0.5562894684958309
342.48,14.96,0,1,0,5,417,0,1,0.5536425540893748
134.5,24.01,1,2,4,6,535,0,1,0.5685929813764304
282.23,2.37,0,1,2,14,512,1,1,0.5236256045619552
50.78,5.66,0,1,2,7,587,1,1,0.507028931872376
92.85,15.23,0,1,0,9,191,1,1,0.6349334445236934
187.88,7.15,0,1,2,3,556,1,1,0.5675352275372626
25.45,22.5,1,1,4,1,495,0,1,0.5628159501520548
230.71,13.74,0,1,4,5,539,1,1,0.5748702792800586
155.43,16.88,0,1,4,5,75,1,1,0.6416705519848622
167.05,10.59,0,1,3,9,281,0,1,0.5901699639431114
91.6,16.6,0,0,4,3,531,1,1,0.5793514739315618
33.68,13.87,0,1,2,6,404,0,1,0.5905013261845605
335.32,15.29,0,0,4,8,115,1,1,0.5089635321613616
113.06,12.96,0,1,2,4,11,1,1,0.644898155533271
190.94,8.51,0,2,4,10,589,1,1,0.5204968440389238
254.35,24.86,0,1,1,7,154,1,1,0.6195965232259214
188.4,3.12,0,1,3,13,569,1,1,0.5226126928238528
454.47,20.38,0,1,0,1,526,1,1,0.5022307104786758
160.56,24.55,0,2,0,14,557,1,1,0.5813065359703437
171.63,22.13,0,0,2,11,28,1,1,0.5450643461214582
362.8,18.72,0,2,0,1,197,1,1,0.5204059178050834
206.93,15.04,0,1,3,8,163,1,1,0.648912577057498
263.27,1.63,0,1,1,9,514,0,1,0.5261416963769304
274.8,18.36,0,2,2,3,35,0,1,0.6094879941969913
202.96,11.32,0,2,2,9,74,1,1,0.555275749129795
174.98,18.09,0,0,1,10,102,1,1,0.5749444949966283
132.95,19.35,0,0,1,2,184,0,1,0.5666633438630729
431.12,16.68,0,2,2,3,79,0,1,0.5298390265813113
421.14,24.3,1,1,3,1,156,0,1,0.5206957795630907
141.47,12.57,0,1,4,13,225,0,1,0.5731702873535741
159.05,24.11,0,1,2,12,139,1,1,0.6355994631749455
202.23,18.76,0,0,4,1,302,1,1,0.559034707959462
498.63,14.34,0,1,3,6,240,0,1,0.5390236696842701
217.6,19.91,0,1,4,14,321,1,1,0.6174094174452226
152.63,19.3,0,1,2,3,510,1,1,0.657610788702601
266.91,12.77,0,0,2,3,157,0,1,0.5211056420196377
135.77,19.09,0,1,1,13,311,0,1,0.6209007088007421
216.51,19.46,0,0,1,4,418,1,1,0.5655640296694946
383.38,15.75,0,1,3,6,331,0,1,0.5603380740074242
221.57,23.1,0,1,3,4,118,0,1,0.610980001384434
180.55,14.94,0,1,0,5,81,0,1,0.6069378166123361
168.4,10.6,0,0,2,7,92,0,1,0.5388512993842245
312.64,24.37,1,1,4,8,294,0,1,0.510457938066815
445.01,20.29,0,1,1,9,568,1,1,0.5103423658372914
258.67,1.0,0,1,3,5,407,1,1,0.5354665547201154
123.39,11.52,0,0,0,9,104,0,1,0.5441889106380897
64.3,17.07,0,2,3,10,182,0,1,0.5902612210703652
136.27,15.11,0,0,0,3,59,1,1,0.538718988279518
135.64,12.36,0,1,2,13,161,1,1,0.5690517823337944
249.87,13.35,0,0,3,4,435,1,1,0.5060025370239309
77.81,15.46,0,1,1,13,361,0,1,0.645462257865174
248.62,13.48,0,0,4,6,214,0,1,0.530731318736844
191.28,24.29,0,0,0,8,561,0,1,0.542650108501815
94.43,13.5,1,1,2,8,220,1,1,0.5205540814495551
133.95,24.15,1,1,3,1,147,1,1,0.5843835160617502
34.26,13.15,0,0,1,2,357,0,1,0.5045348945092207
355.76,14.57,0,1,2,13,213,0,1,0.5186382356837533
299.58,12.21,0,1,1,10,571,1,1,0.5706354556456933
74.39,15.1,1,2,2,12,84,0,1,0.5218377295883263
249.96,5.5,0,1,0,13,590,1,1,0.551927006999333
163.21,19.99,0,1,3,2,268,0,1,0.6517074970231159
220.28,17.54,0,0,2,1,418,1,1,0.5733800434066882
71.19,18.85,0,1,2,3,421,1,1,0.6458806844993213
136.76,11.78,0,1,4,3,219,0,1,0.5993861543690009
62.03,6.59,0,1,4,11,540,1,1,0.5188507529414987
142.94,23.66,0,0,4,4,263,0,1,0.5529253981817285
89.88,4.61,0,1,2,8,567,0,1,0.5180254990290172
175.17,14.37,0,0,3,9,41,1,1,0.5375895763320676
68.46,1.04,0,2,4,3,96,0,1,0.50943557594595
62.82,12.41,0,1,3,10,432,0,1,0.5867496630976539
229.48,20.69,0,1,1,10,593,0,1,0.680751127793959
102.64,13.02,0,1,4,1,311,1,1,0.567874746193561
274.85,11.84,0,1,2,14,86,1,1,0.5796651222067161
43.2,14.08,0,1,4,6,473,0,1,0.5797459449946417
318.7,16.51,0,1,4,7,191,0,1,0.5174945583763875
261.26,24.92,0,1,2,6,442,1,1,0.581288816092266
156.65,17.73,0,1,2,7,143,1,1,0.6402620442840111
270.6,23.64,1,1,1,1,356,0,1,0.5811231283449126
210.36,23.88,1,2,4,12,488,1,1,0.5374665471138323
124.05,20.94,1,1,4,8,314,0,1,0.5547762961641327
373.49,19.34,0,2,2,12,409,0,1,0.5409874759871981
144.31,21.72,1,2,2,13,372,0,1,0.5422394769015553
382.42,16.1,0,1,2,10,232,0,1,0.5528817624050619
342.84,14.8,0,1,0,4,407,1,1,0.5374918126760686
236.98,10.2,0,1,2,4,173,1,1,0.5523833837223071
209.28,17.03,0,1,3,8,141,1,1,0.6354102949709002
110.98,11.8,0,1,4,13,562,1,1,0.5766151167387634
430.51,14.32,0,1,0,5,216,0,1,0.5122442664377541
223.46,12.2,0,1,0,9,478,0,1,0.5772462346045893
332.58,13.95,0,1,4,2,530,1,1,0.5012184290584136
50.96,0.04,0,1,2,8,68,0,1,0.5421943957935184
54.92,22.11,0,0,2,4,546,1,1,0.569524191134153
226.8,10.91,0,1,4,5,476,1,1,0.6117379522367099
425.95,11.76,0,1,0,2,169,0,1,0.5070118631952498
172.06,15.16,0,2,4,3,339,1,1,0.5893451320054488
39.57,20.89,1,2,2,14,483,1,1,0.5073955411828168
405.0,10.72,0,1,4,4,407,1,1,0.5231365492981188
66.93,24.52,1,1,3,8,64,1,1,0.561804442049792
276.04,16.71,0,1,4,3,511,1,1,0.6345512517410881
238.88,14.56,0,0,1,4,502,1,1,0.5241621349225207
192.34,1.85,0,1,3,5,532,1,1,0.5480435176811256
25.28,23.92,0,0,2,8,589,0,1,0.5754616476051007
24.98,18.56,0,0,3,11,109,0,1,0.6382044167693727
231.68,13.67,0,2,2,4,16,1,1,0.5159449381721594
